price;size;location;real_estate;ownership
136.162 €;347 m²;Au in der Hallertau, Freising (Kreis);Grundstueck;Kauf
549.000 €;400 m²;Siedlerstr. 10 a, Eching, Freising (Kreis);Grundstueck;Kauf
930.000 €;467,5 m²;Eching, Freising (Kreis);Grundstueck;Kauf
278.595 €;679 m²;Au in der Hallertau, Freising (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;1.510 m²;Mauerner Str. 62, Wang, Freising (Kreis);Grundstueck;Kauf
3.750.000 €;2.500 m²;Hallbergmoos, Freising (Kreis);Grundstueck;Kauf
1.200.000 €;1.250 m²;Eching, Freising (Kreis);Grundstueck;Kauf
695.000 €;533 m²;Eching, Freising (Kreis);Grundstueck;Kauf
330.000 €;821,55 m²;Au in der Hallertau, Freising (Kreis);Grundstueck;Kauf
340.500 €;812 m²;Eching, Freising (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;1.014 m²;Hallbergmoos, Freising (Kreis);Grundstueck;Kauf
700.000 €;682 m²;Hallbergmoos, Freising (Kreis);Grundstueck;Kauf
95.000 €;9.975 m²;Attenkirchen, Freising (Kreis);Grundstueck;Kauf
540.000 €;812 m²;Eching, Freising (Kreis);Grundstueck;Kauf
40.500 €;3.340 m²;Freising, Freising (Kreis);Grundstueck;Kauf
399.900 €;26.317 m²;Freising, Freising (Kreis);Grundstueck;Kauf
255.900 €;13.388 m²;Freising, Freising (Kreis);Grundstueck;Kauf
163.500 €;11.600 m²;Freising, Freising (Kreis);Grundstueck;Kauf
119.900 €;8.470 m²;Freising, Freising (Kreis);Grundstueck;Kauf
45.500 €;3.170 m²;Freising, Freising (Kreis);Grundstueck;Kauf
63.900 €;5.310 m²;Freising, Freising (Kreis);Grundstueck;Kauf
30.900 €;2.520 m²;Freising, Freising (Kreis);Grundstueck;Kauf
33.900 €;2.790 m²;Freising, Freising (Kreis);Grundstueck;Kauf
399.900 €;26.317 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
255.900 €;13.388 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
40.500 €;3.340 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
163.500 €;11.600 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
119.900 €;8.470 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
44.900 €;3.130 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
45.500 €;3.170 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
63.900 €;5.310 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
30.900 €;2.520 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
33.900 €;2.790 m²;Zolling, Freising (Kreis);Grundstueck;Kauf
950.000 €;535 m²;Engelhofstraße 4, Eching, Freising (Kreis);Grundstueck;Kauf
419.000 €;423 m²;Freising, Freising (Kreis);Grundstueck;Kauf
299.000 €;2.892 m²;Freising, Freising (Kreis);Grundstueck;Kauf
395.000 €;2.700 m²;Brunnwies 22, Freising, Freising (Kreis);Grundstueck;Kauf
1.850.000 €;551 m²;Kirchplatz 4, Pullach im Isartal, München (Kreis);Grundstueck;Kauf
1.600.000 €;810 m²;Haar, München (Kreis);Grundstueck;Kauf
1.590.000 €;677 m²;Gräfelfing, München (Kreis);Grundstueck;Kauf
66.000 €;5.490 m²;Isen, Erding (Kreis);Grundstueck;Kauf
250.000 €;1.000 m²;Kiebitzweg 16, Finsing, Erding (Kreis);Grundstueck;Kauf
598.995 €;576 m²;Oberding, Erding (Kreis);Grundstueck;Kauf
249.000 €;480 m²;Dorfen, Erding (Kreis);Grundstueck;Kauf
58.000 €;600 m²;Wartenberg, Erding (Kreis);Grundstueck;Kauf
499.000 €;2.540 m²;Manhartsdorf 8, Wartenberg, Erding (Kreis);Grundstueck;Kauf
1.850.000 €;551 m²;Kirchplatz 4, Pullach im Isartal, München (Kreis);Grundstueck;Kauf
1.600.000 €;810 m²;Haar, München (Kreis);Grundstueck;Kauf
1.590.000 €;677 m²;Gräfelfing, München (Kreis);Grundstueck;Kauf
734.000 €;323 m²;Ottobrunn, München (Kreis);Grundstueck;Kauf
12.300.000 €;5.286 m²;Grünwald, München (Kreis);Grundstueck;Kauf
965.000 €;484,5 m²;Eching, Freising (Kreis);Grundstueck;Kauf
2.940.000 €;1.251 m²;Grünwald, München (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;450 m²;Hohenbrunn, München (Kreis);Grundstueck;Kauf
136.162 €;347 m²;Au in der Hallertau, Freising (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;886 m²;Sudelfeldstraße 3, Grünwald, München (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;37.700 m²;Zaißing, Steinhöring, Ebersberg (Kreis);Grundstueck;Kauf
1.190.000 €;485 m²;Ottobrunn, München (Kreis);Grundstueck;Kauf
950.000 €;503 m²;Neubiberg, München (Kreis);Grundstueck;Kauf
309.000 €;1.156 m²;Hohenlinden, Ebersberg (Kreis);Grundstueck;Kauf
464.000 €;454 m²;Egmating, Ebersberg (Kreis);Grundstueck;Kauf
1.290.000 €;783 m²;Vaterstetten, Ebersberg (Kreis);Grundstueck;Kauf
850.000 €;809 m²;Grafing bei München, Ebersberg (Kreis);Grundstueck;Kauf
820.000 €;1.571,09 m²;Glonn, Ebersberg (Kreis);Grundstueck;Kauf
1.300.000 €;660 m²;Vaterstetten, Ebersberg (Kreis);Grundstueck;Kauf
1.200.000 €;1.350 m²;Bruck, Ebersberg (Kreis);Grundstueck;Kauf
1.060.000 €;861 m²;Anzing, Ebersberg (Kreis);Grundstueck;Kauf
449.000 €;157 m²;Markt Schwaben, Ebersberg (Kreis);Grundstueck;Kauf
1.190.000 €;1.499 m²;Ebersberg, Ebersberg (Kreis);Grundstueck;Kauf
470.000 €;470 m²;Zorneding, Ebersberg (Kreis);Grundstueck;Kauf
1.350.000 €;708 m²;Vaterstetten, Ebersberg (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;1.882 m²;Zugspitzstr. 3, Kirchseeon, Ebersberg (Kreis);Grundstueck;Kauf
798.000 €;895 m²;Kirchseeon, Ebersberg (Kreis);Grundstueck;Kauf
1.850.000 €;551 m²;Kirchplatz 4, Pullach im Isartal, München (Kreis);Grundstueck;Kauf
1.600.000 €;810 m²;Haar, München (Kreis);Grundstueck;Kauf
398.000 €;965 m²;Kiefersfelden, Rosenheim (Kreis);Grundstueck;Kauf
1.590.000 €;677 m²;Gräfelfing, München (Kreis);Grundstueck;Kauf
734.000 €;323 m²;Ottobrunn, München (Kreis);Grundstueck;Kauf
1.600.000 €;810 m²;Haar, München (Kreis);Grundstueck;Kauf
1.590.000 €;677 m²;Gräfelfing, München (Kreis);Grundstueck;Kauf
734.000 €;323 m²;Ottobrunn, München (Kreis);Grundstueck;Kauf
12.300.000 €;5.286 m²;Grünwald, München (Kreis);Grundstueck;Kauf
2.940.000 €;1.251 m²;Grünwald, München (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;450 m²;Hohenbrunn, München (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;886 m²;Sudelfeldstraße 3, Grünwald, München (Kreis);Grundstueck;Kauf
1.190.000 €;485 m²;Ottobrunn, München (Kreis);Grundstueck;Kauf
950.000 €;503 m²;Neubiberg, München (Kreis);Grundstueck;Kauf
2.395.000 €;1.209 m²;Ottobrunn, München (Kreis);Grundstueck;Kauf
1.690.000 €;770 m²;Gräfelfing, München (Kreis);Grundstueck;Kauf
889.081 €;386 m²;Unterschleißheim, München (Kreis);Grundstueck;Kauf
2.495.000 €;1.294 m²;Bahnhofsplatz 2, Oberhaching, München (Kreis);Grundstueck;Kauf
1.790.000 €;679 m²;Grünwald, München (Kreis);Grundstueck;Kauf
780.000 €;503 m²;Oberhaching, München (Kreis);Grundstueck;Kauf
2.215.000 €;1.605 m²;Grünwald, München (Kreis);Grundstueck;Kauf
5.200.000 €;1.800 m²;Gräfelfing, München (Kreis);Grundstueck;Kauf
698.000 €;584 m²;Aying, München (Kreis);Grundstueck;Kauf
2.500.000 €;1.000 m²;Gräfelfing, München (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;500 m²;Ottobrunn, München (Kreis);Grundstueck;Kauf
200.000 €;700 m²;Aying, München (Kreis);Grundstueck;Kauf
466.000 €;242 m²;Oberhaching, München (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;974 m²;Unterschleißheim, München (Kreis);Grundstueck;Kauf
8.800.000 €;3.184 m²;Grünwald, München (Kreis);Grundstueck;Kauf
149.000 €;624 m²;Unterschleißheim, München (Kreis);Grundstueck;Kauf
779.000 €;390 m²;Garching bei München, München (Kreis);Grundstueck;Kauf
1.700.000 €;1.070 m²;Schäftlarn, München (Kreis);Grundstueck;Kauf
5.600.000 €;2.226 m²;Gräfelfing, München (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;537,5 m²;Feldkirchen, München (Kreis);Grundstueck;Kauf
950.000 €;464 m²;Zunftstraße 3, Haar, München (Kreis);Grundstueck;Kauf
1.600.000 €;1.645 m²;Aying, München (Kreis);Grundstueck;Kauf
2.980.000 €;1.059 m²;Pullach im Isartal, München (Kreis);Grundstueck;Kauf
2.325.000 €;1.250 m²;Gräfelfing, München (Kreis);Grundstueck;Kauf
1.450.000 €;750 m²;Grünwald, München (Kreis);Grundstueck;Kauf
1.450.000 €;750 m²;Grünwald, München (Kreis);Grundstueck;Kauf
1.240.000 €;514 m²;Neuried, München (Kreis);Grundstueck;Kauf
300.000 €;4.857 m²;Unterschleißheim, München (Kreis);Grundstueck;Kauf
1.050.000 €;608 m²;Neubiberg, München (Kreis);Grundstueck;Kauf
935.000 €;550 m²;Hohenbrunn, München (Kreis);Grundstueck;Kauf
810.000 €;524 m²;Putzbrunn, München (Kreis);Grundstueck;Kauf
1.700.000 €;1.335 m²;Grasbrunn, München (Kreis);Grundstueck;Kauf
€ a. A.Kaufpreis;925 m²;Ismaning, München (Kreis);Grundstueck;Kauf
6.500.000 €;2.500 m²;Grünwald, München (Kreis);Grundstueck;Kauf
1.725.000 €;750 m²;Ottobrunn, München (Kreis);Grundstueck;Kauf
998.000 €;819 m²;Altkirchener Str. 43a, Sauerlach, München (Kreis);Grundstueck;Kauf
13.500.000 €;4.010 m²;Grünwald, München (Kreis);Grundstueck;Kauf
1.190.000 €;794 m²;Hohenbrunn, München (Kreis);Grundstueck;Kauf
1.550.000 €;867 m²;Grasbrunn, München (Kreis);Grundstueck;Kauf
15.800.000 €;3.441 m²;Ismaning, München (Kreis);Grundstueck;Kauf
1.998.000 €;1.377 m²;Oberhaching, München (Kreis);Grundstueck;Kauf
2.450.000 €;900 m²;Pullach im Isartal, München (Kreis);Grundstueck;Kauf
1.255.555 €;755 m²;Grasbrunn, München (Kreis);Grundstueck;Kauf
1.190.000 €;435 m²;Hohenbrunn, München (Kreis);Grundstueck;Kauf
2.400.000 €;1.200 m²;Unterschleißheim, München (Kreis);Grundstueck;Kauf
4.975.000 €;3.208 m²;Grünwald, München (Kreis);Grundstueck;Kauf
985.000 €;1.025 m²;Pöcking, Starnberg (Kreis);Grundstueck;Kauf
2.200.000 €;941 m²;Trudering, München;Grundstueck;Kauf
2.200.000 €;1.535 m²;Starnberg, Starnberg (Kreis);Grundstueck;Kauf
