price;size;location;real_estate;ownership;location_first;location_ladsst;crawled
1750000;1260;Germering, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Germering;Fürstenfeldbruck (Kreis);2018-12-30 10:58:54
198000;650;Moorenweis, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Moorenweis;Fürstenfeldbruck (Kreis);2018-12-30 10:58:54
1077500;1003;Eichenau, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Eichenau;Fürstenfeldbruck (Kreis);2018-12-30 10:58:54
698000;539;Gröbenzell, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Gröbenzell;Fürstenfeldbruck (Kreis);2018-12-30 10:58:54
580000;469;Puchheim, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Puchheim;Fürstenfeldbruck (Kreis);2018-12-30 10:58:54
595000;590;Grafrath, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Grafrath;Fürstenfeldbruck (Kreis);2018-12-30 10:58:54
521000;656;Kottgeisering, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Kottgeisering;Fürstenfeldbruck (Kreis);2018-12-30 10:58:54
386000;550;Weiherstraße 8, Türkenfeld, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Weiherstraße 8;Fürstenfeldbruck (Kreis);2018-12-30 10:58:54
5160;338;Trattangering 16a, Vierkirchen, Dachau (Kreis);Grundstueck;Kauf;Trattangering 16a;Dachau (Kreis);2018-12-30 10:58:54
430000;307;Wehrstaudenstrasse 33, Karlsfeld, Dachau (Kreis);Grundstueck;Kauf;Wehrstaudenstrasse 33;Dachau (Kreis);2018-12-30 10:58:54
241500;345;Röhrmoos, Dachau (Kreis);Grundstueck;Kauf;Röhrmoos;Dachau (Kreis);2018-12-30 10:58:54
410000;259;Wehrstaudenstrasse 33, Karlsfeld, Dachau (Kreis);Grundstueck;Kauf;Wehrstaudenstrasse 33;Dachau (Kreis);2018-12-30 10:58:54
254800;364;Röhrmoos, Dachau (Kreis);Grundstueck;Kauf;Röhrmoos;Dachau (Kreis);2018-12-30 10:58:54
650000;370;Dachau, Dachau (Kreis);Grundstueck;Kauf;Dachau;Dachau (Kreis);2018-12-30 10:58:54
420850;443;Vierkirchen, Dachau (Kreis);Grundstueck;Kauf;Vierkirchen;Dachau (Kreis);2018-12-30 10:58:54
420000;315;Dachau, Dachau (Kreis);Grundstueck;Kauf;Dachau;Dachau (Kreis);2018-12-30 10:58:54
420850;443;Vierkirchen, Dachau (Kreis);Grundstueck;Kauf;Vierkirchen;Dachau (Kreis);2018-12-30 10:58:54
325000;332;Markt Indersdorf, Dachau (Kreis);Grundstueck;Kauf;Markt Indersdorf;Dachau (Kreis);2018-12-30 10:58:54
840000;566;Wehrstaudenstrasse 33, Karlsfeld, Dachau (Kreis);Grundstueck;Kauf;Wehrstaudenstrasse 33;Dachau (Kreis);2018-12-30 10:58:54
410000;259;Wehrstaudenstrasse 33, Karlsfeld, Dachau (Kreis);Grundstueck;Kauf;Wehrstaudenstrasse 33;Dachau (Kreis);2018-12-30 10:58:54
550000;502;Haimhausen, Dachau (Kreis);Grundstueck;Kauf;Haimhausen;Dachau (Kreis);2018-12-30 10:58:54
235000;544;Hilgertshausen-Tandern, Dachau (Kreis);Grundstueck;Kauf;Hilgertshausen-Tandern;Dachau (Kreis);2018-12-30 10:58:54
210000;396;Altomünster, Dachau (Kreis);Grundstueck;Kauf;Altomünster;Dachau (Kreis);2018-12-30 10:58:54
360000;712;Altomünster, Dachau (Kreis);Grundstueck;Kauf;Altomünster;Dachau (Kreis);2018-12-30 10:58:54
150000;316;Altomünster, Dachau (Kreis);Grundstueck;Kauf;Altomünster;Dachau (Kreis);2018-12-30 10:58:54
392500;319;Hebertshausen, Dachau (Kreis);Grundstueck;Kauf;Hebertshausen;Dachau (Kreis);2018-12-30 10:58:54
379000;191;Dachau, Dachau (Kreis);Grundstueck;Kauf;Dachau;Dachau (Kreis);2018-12-30 10:58:54
